id	tweet	subtask_a
44150	istanbul büyükşehir belediyesi araçları topladı , bence toplasın nasıl olsa birkereden bir şey olmuyor .	NOT
19404	gri şehir seni özledi . sonunda evindesin .	NOT
44352	saray adaletini eleştiren bülent arınçın maaşı asgari ücrete indirilmiş diye duydum	NOT
41296	şevval sultan tescilligüzel bunları muratdağıda kaz dağıdadurdurmaz bunlara rantolsun gerisi teferruattır	NOT
19344	temizlik yapmaktan parmaklarıma felç geldi	NOT
24175	bir şey yap barış olsun , insanları kin ve nefretten uzaklaşsın , bombalar patlamasınçocuklar ölmesinmuştafa kutlu	NOT
17040	hala isminin yanında arjantin bayrağı olan futbol düşmanı mı kaldı aq	OFF
21353	mesele kardeş , mesele ne yaşadığın değil mesele ... mesele nasıl yaşadığındır kardeş	NOT
34025	başçalan fg nin nikahlı eşi kk , kankası pkk ile ile bize ne insanlık dersi , ne de vatanseverlik dersi vermeye kalkmasın ! . . biz kimin ne mal olduğunu çok iyi biliyoruz ! . . elbet bunların hesabı bir gün sorulur ...	OFF
29505	ben : ışıl bence çişimiz içtiğimiz şey kokuyor	NOT
15192	işte tamam yokmuşum gibi devam	NOT
38056	ben kahve içmek istiyorum kafein bağımlısıyım	NOT
10595	de beni de engelleyecek . eleştiri herkese olmalı üslubunuz da gayet iyiydi . şayet benimde öyle .	NOT
16947	neler yaşadığınız unutma , 1 milyar $ yardım alabilmek için ab kapılarında beklediğimizi unutma , davana sahip çık , başka erdoğan yok , sonradan ah vah etmemek için elinde olanın kıymetini bil .	NOT
22225	yarın feneri kasmadan tokatlıyoruz . büyüymüş falan amına koyacağız kurbağa bacaklarını fitil niyetine sokacağız rahat olun .	OFF
31608	hayatına teşekkür eden seda alkış ve seni videoya göre aydınlı olup memleketlim olan yiğit beni çok güldürdünüz kskxkskz	NOT
21104	azdırmasana rahat bırak içimdeki deliyi . bana sorma benimde bilmediğim gizliyi .	NOT
43109	kalkıştan 40 dk önce sıraya girenler , gitmeye bu kadar hevesli misiniz cidden	NOT
17111	sen çok bozdun kendini ya	OFF
40002	t. c vatandaşı yerine koyup Tweet'lerimde cevap verirseniz sevinirim .	NOT
14622	tarihe yazılması mı gerekiyor insanlık suçu olması için insan ve insanlık olsaydı daha doğrusu müslümanlık olsaydı bu kadar şehit olmazdı .	NOT
18673	bize de çok üzdüler gittik cici bebeli süt içtik	NOT
14089	bu okul yılım tamamen rezillik dolu yemin ediyorum	NOT
31755	her şey ülkem için ahahhsjs	NOT
20069	araştır bakalım sen nerenle uyduruyorsun türk firması mı değil mi ?	OFF
44431	keşke o güne ve seneye dönebilsek	NOT
21931	aynalar türlü türlüdür . yüzünü görmek isteyen cama bakar , özünü görmek isteyen cana bakar … hz. mevlana	NOT
39643	bu da ibb oldu ya ! pöh	NOT
38834	ben sana kuşum aslında haberin yok koyup gittiğin yerde kötülük çok kime kızayım nazım senden başka kime geçer benim sensiz kolum bacağım ocağım yok	NOT
13456	sanırım twitter hesaplarının uzun süre dayanmasının hilesini buldum gibi , ancak şu an teoride . bu yüzden beklemek gerekir )	NOT
41436	nzonzi yetişmedi tamam yetişseydi hazır halde gelseydi koyardılar heralde 11'e mesela falcao gelirse hafta içi hazır halde gelecek içerideki maça direkt ilk 11 koyardım ben de	NOT
39152	deniz abla kendisine not yazanlara çok teşekkür etti , bende hepinize teşekkür ederim ️	NOT
18646	özür dilerim sevgilim , bana dönmen için değil ben de istemiyorum inan zaten her gün seninle geçirdiğim bir psikoloji	NOT
32587	kendimizi toparladığımızı görmek ve gücümüzü göstermek çok iyi hissettirdi ... iyi ki banttan , iyi ki army	NOT
11326	izmiiir’e de gelecek misiniz :(	NOT
42949	vekillerin işi var zarar ihale alma ihale verme ihale takip vs vs vs	NOT
26798	sevmek , ibadettir ... herkese nasip olmaz ... çoğu insan kalbinin yerini bilmez , o kalp sevgi ile yanmadıkça . iyi geceler ... her daim sevdiklerimiz yanımızda olsun ... yeni bir hafta yeni bir gün ... herşey gönlümüzce olsun	NOT
15106	profiline seximsi hesap yazdığı için unladığım kişinin azeri olduğunu öğrendim	NOT
32173	" hiçbir yerde değilim ama her yerden gitmek istiyorum . "	NOT
28557	sen benden alan kader ölsem vermem diyor .	NOT
29324	melihle atmden para çekeceğiz kameraya bankanın unutamayacağı bir hareket yap dedim atm kamerasına öpücük attığajanankssn	NOT
43035	inşallah hayaller hayatlar diye bir ikileme düşmem ‍♀️	NOT
43369	kankiler son 20 kişi transferi beklerken vakit geçsin :(	NOT
12287	resmini yaklaştırıp nazlaşıyorum diyor nasıl mutlu uyan mıyım ben şimdi	NOT
29363	eyw hocam hakkımızda hayırlısı . . stop los sence kaça koymalıyız	NOT
21753	şşş deme öyle şeyler ağlarım	NOT
23320	annem saksıdaki çiçeği çiçeğim diye severken havalara girdi yanıt veriyordum ki sen ne oluyor demesiyle kendime geldim asjsksksk	NOT
26768	yıllardır şaşarım maşallah çok güzelsin	NOT
16181	bu saatte final notum girilmiş mi diye sisteme bakacak kadar seviyor muyum hayatı cidden	NOT
25865	ailecek çekilişe kitap dışında neler ekleyebiliriz diye düşündük , anneannem patik örüyor size , yün almaya gönderdi popoma vura vura	NOT
44229	paranın adaleti , paranın hükmü , parayla eğitim , parayla sağlık . para , para hep daha çok para . siz istiyorsunuz ki bu memlekette sizden başka kimse soluk almasın . sizin değil bu memleket . öğreneceksiniz .	NOT
14860	adalet ve sağlık bakanlığı binlerce personel alımı yaparken gençlik ve spor bakanlığı neden hala gençlik lideri alımı yapmıyor	NOT
24111	keşke bazı insanların gerçek yüzünü emek vermeden önce görebilseydik , o zaman canımız bu kadar yanmazdı ,	NOT
31708	madem ifşa ediliyor niye gizli kullanıyoruz ki aq oylarını . direkt kapıda sorun akp mi diğerleri mi diye .	OFF
41738	piyano çal bir ara yine tamam mı çok özledim yine	NOT
14508	hocam bu hafta fragman geç geldi riv riv etmedik ama haftaya . . haftada en az 3 fragman bekliyorum oruç kafa kafa yormayalım ha bide bölüm sonlarını ucu açık bitirmeyin litfeeennnn hepsi ramazan dolayısıyla sonra devam edebiliriz aynı yerden	NOT
23363	38 yaşında emeklilik istediğine göre kemal'in oğlu ya da kızı 38 olmuştur . bebek iken sigortalı olmuşlardı netekim .	OFF
43361	kaliteli bir takım olacaksın o cepte ondan sonra şans inanılmaz etkiliyor . kayseri 2-0 yapsa bizim maçta maç bitmişti yapamadılar sonra işte neler neler oldu aldık . 3 puan aldın 0 puan alacağına . geçen hafta visca atsa aynısı . fb-ts maçı ortada . şans çok önemli burada çok .	NOT
11728	bak bunlar öyle milattan önce değil ha aziz başka . dan hemen önce yaşananlar . diğer kulüplerin imkanı bizden az diyorsun da neye göre az ? senin çıvınız yokken onların öyle veya böyle mülkiyetindeki araziler gayrimenkuller vardı . şimdi son yapılan alınan malları değersizleştiriyorsun !	NOT
19810	iyi parti hükümetin yanındayız demiş , eee siz de hükümetin yanındaysanız biz niye mhp'ne oy atmadık ?	NOT
26398	birini bilebile sinir etmek denebileyim bileyim . . en başa dönüp çocuk huylarınızdan soğuyasım var . .	OFF
19850	canım bir de senin gibi	NOT
22792	doğru diyorsun ama ben hiç sevmedim bu samimiyetsiz zevatı .	NOT
25398	seyfi sen çık aradan bu bizim iç meselemiz	NOT
18490	onu neden sevdiğimi bir türlü anlamıyor , attila ilhan	NOT
16847	asal gazlar tükenmez takım erki domates suyu reisurfadağthbatamamüjdesi yüz yazısı necabet	NOT
13168	seçimler turnusol kağıdı gibidir . halkın gözünde kimin ne olduğu açıkça çıkar ortaya . bkz geçmiş 9 seçim . o yüzden partiler arasında ne oy paslaşması ne de milletvekili paslaşması endişelendirmesin kimseyi . bizim gözümüzde zaten hepsi aynı safta .	NOT
40058	amin amin amin nefis şeytandan da kötü nefis her saniye dakika yakanı bırakmaz . nefis de olmasa imtihan olmaz .	NOT
22551	ya boş işler koşturup durmayın aq	OFF
32111	niyetimiz kimseyi kırmak değildir şurdakini buraya koymak değildir arada bir zülfü yare dökündük tam yerine rast geldi manzara koydum ... .	NOT
29634	güünaaydınlar bu havada dershaneye gidecek kadar güçlü hissetmiyorum kendimi	NOT
28943	şimdi gerek duyulmuş olsa gerek herhalde	NOT
11481	uğur demirok’un penaltıyı kullanmaması gerektiği jose sosanın top vurmasını eleştirdiğimiz gibi burak yılmaz’ız da jose sosa varken duran topu kullanmaması gerektiğini söylemek gerekir .	NOT
12152	özür dilerim telif hakkı için dm konuşalım	NOT
38494	" sevmek zaman ayırmaktır . boş zamanları doldurmak değil . "	NOT
14610	sponsorları olmasa evden çıkamayacak kızlar ahkam kesiyor amına koyum	OFF
21445	nereler buralar arkadaşım çok güzel	NOT
25216	tek birini ürkütmeden , içimde uçuşan kuşlara nasıl bu kadar şefkatle dokunabildin , sonra da , her biri senin için kanat çırparken , onlara tek tek nasıl kıyabildin . . !	NOT
35230	gemi kaptanının yol boyunca yaptığı hatalar bütün yolculara mal edilemez	NOT
34105	senin ermeni olduğuna inanmıyorum . muhtemelen yeni adı trol eski adı tetikçi olan birisin .	OFF
20313	duruşumdan karakterimden asla vaz geçmedim ... insanlar ne kadar karaktersiz bir kez daha anladım beleş olunca kendilerini satan yakınlara allah sadece Memet'te yok her yerde var göstermelik türbanlı sen diğerini hiç demiyorum o zaten satılmış ya bunlara çanak tutanlar vah	OFF
13256	ya sırf ben konu anlatacağım diye arkadaşım uyumak yerine derse gelmeyi seçti keşke uyusaydın	NOT
14556	stres yopmoyo görk yok diyorsunuz da stres yapılmayacak gibi değil ki , sisteme bak	OFF
34873	bazen çok gereksiz samimiyetler içine giriyoruz .	NOT
33233	yeni arkadaş bulan insanlar eski arkadaşını unutunca burnumu kırana kadar yumruk atmak istiyorum çünkü duygusallıktan burnumun direği sızlıyor	NOT
10387	he gelin hanım geldiniz mi size makyaja alalım misafirleri karşılayalım	NOT
17387	yiyenim : teyze üst üste 3 c çıkı olmaz birini b yapalım cevap anahtarı : cccccccccccc	NOT
24127	konyada olan varsa kahve karşılığında dert dinleyebilirim	NOT
24453	kelebek kadar ömrümüz var sevmek lazım	NOT
16415	35 yaşındaki tüm yavşaklara sesleniyorum hepinizi sileceğim piyasadan .	OFF
10009	herkes aşk acısı çeker , herkes ihanete uğrar , herkes aldatılır peki bu aldatanlar kim biri da çıkıp desin ki ben aldattım ibneliğin en büyüğünü yardim	OFF
42135	bir de erkeğim kısmını büyük yazmışsın . ne çok gurur duyuyorsundur erkek olmaktan , egemenliğin elinden alınacak diye nasıl odun kopuyordur . es kaza bir gün boşanılırsın da binbir emekle (!) kazandığın paraların nafaka olarak giderse ne haksızlık olur sen değil mi ?	NOT
15175	haddini bil osman . ip milletin partisi ak parti gibi olamaz . böyle sana yaptıkları gibi gençleri basamak görüp üzerin e basar geçer . ipçilere müstahak bazı gençlerle derken siz de birbirinizi yiyin . ve boş vaatleri bırakın .	OFF
19680	ulanman kafa ulan alacak ulan ahın rezil rüsva oldun her yerde ama sende öyle bir yüz var ki meşin gibi kızarmak bilmiyor kininle geber	OFF
22520	yönetim ipin ucunu kaçırmış göreve geldiğinde taraftar aykut kocaman istemiyor diye gönderdi taraftar istedi diye cocu gelmedi mi peki cocu başarısızsa kimin suçu taraftarın şimdi neden taraftardan özür diliyorsun sayın ali koç sensin fenerbahçe başkanı taraftar değil ... ...	NOT
28637	çıkar konuşunca , vicdan susar ... cemil meriç	NOT
34446	inanamıyorum ya ! sırf örtbas etmek kıvırmak için hala ısrarla bülent yıldırım ve serkan çınarın yaptıklarına hakem hatası diyorlar‍♀️ satılık adamlar işini yapar hata değil !	OFF
20803	geceler kara tren . . beni vur . .	NOT
30290	yok yok , belli ki öyle değil , onları öğrenmemiş , öğrense böyle saçmalamazdı . sadece bir yerden monty halli duymuş .	OFF
18610	tam da fanı diye düşünüyorum :)	NOT
26277	aslında böyle kuranı bir tefekkürle islami düşünceyle kainata girdiğimiz zaman herşey bize islam kardeşliğini ihdas eden sıcak bir münasebet ve ulvi bir tecelli içinde görünüyor	NOT
15957	senin güzel yüreğine şükürler olsun	NOT
16354	inceden inceye nankörlükse hepiniz bir araya toplandınız . 24 hazirandan sonra inşallah yok olup gidersiniz .	OFF
32990	rt mahirunal : rt rterdoğan : 2023 türkiyesini inşa edecek olan yine milletimizin bizatihi kendisidir . ülkemizin bekasını ilgilendiren meselelerde , siyasi görüş ayrılıklarımızı bir tarafa koyarak , 82 milyon hep birlikte türkiye ittifakı olarak hareket etmeliyiz .	NOT
25930	fillerin riskini çok çalıyorum bu aralar ... allah affetsin	NOT
21405	bu şeyma subaşı sanırım yanında çalışan fotoğrafçı çalıştırıyor başka anlamı olamaz	NOT
25069	herkese iyi geceler sana el fatiha	OFF
24123	eğer suçlu olduğum bir şey varsa , o da senin için yazdığım şiirlerimdir . mısralara as beni istersen yok et . benim gönlüm daima sana aittir .	NOT
30077	kolay maç yok doğru sizde maçları zorlaştırıyorsunuz	NOT
12278	batı ahlakı böyle , müslümanların kıymet verdiği bir gece de savaşı başlatıyor , vuran amerika , vurulan rusya yada esed mi ! hayır . . sam islamın göz nuru güzel ve kadim şehir . islam alemi bezgin , müslümanlar sarhoş allah taksiratımızı affetsin ... .	OFF
41544	n e e d başka kelime bilmiyor bunlar hadi abi	NOT
33449	ayakkabı altına isim yazdırsam mezun olabilir miyim bu fakülteden ya	NOT
32317	oğğğluumm ekrem diyen bir it vardı s. k onu başkan	OFF
10819	normalde iki kahve içince kaçan uykum nedense sınav haftasında iki kahveye rağmen gelebiliyor	NOT
15916	dokuz sekiz fakat koreografi yok burada , tamamen doğaçlama , tüm samimiyeti ile !	NOT
45760	bizim seçtikleriniz , hiç bir alanda bizim üstümüzde olmamalı .	NOT
24717	tam şu anda " arkadaşlar ders iptal " mesajına çok ihtiyacım var , uyumak istiyorum .	NOT
39129	yok canım çok sağ ol çok düşüncelisin	NOT
30023	şimdi anlamadığım bir konu var . nazar değecek diye yeni doğan bebeklerin fotoğraflarını paylaşmayan tipleri anlamıyorum . dünya güzeli insanları doğduğu andan itibaren paylaşıyor bir şey olmuyor da senden benden en fazla ne çıkabilir ki tamam herkesin çocuğu kıymetli bu kapris niye ?	NOT
41352	herkese günaydın , sen good morning çünkü sende artık bir yabancısın	NOT
12880	en başta sen diyordun amk gavuru nasıl bir dönmesi	OFF
33914	çünkü tanıtımı da siz hazırladınız ya biliyorsunuzdur . neyse ...	NOT
29909	neden şu saatler bana bir an da cehennem oluyor yattığım yerden	NOT
31622	seçimlerde olası trafo kesintisine karşı chp / ıp , hdp den dağda kullandıkları jeneratörleri ödünç alsınlar	OFF
11882	saliha ebenize kadar ilerliyor burada siz peheeyt	OFF
20531	evet en sonunda hep dediğimiz noktadayız aslında . . bize seyirci değil taraftar lazım ! ! !	NOT
37510	bu partiye terörist pkk diyenler ulan ananın örekesi neden mektubu okudun , meclise neden sokun o zaman derler . adamlar çoğu kişilere göre omurgalı en azından . herkes terörist size göre zaten . dip not hdp li değilim	OFF
28149	da atlar tepişir çimler ezilir o yüzden uçacak kaçacak diyenlere itimat etmeyin . gördünüz mü karı satın tekrar alttan yerine koyun ytd . yoksa bu hisse daha çok su götürür . te : 0.33	NOT
39583	hayatı zorlaştıran böyle şeyler galiba	NOT
24012	ay hadi hayırlısı en sevdiğim şeyi artık en sevdiğim kankimle yapacağım yahu	NOT
33464	akp-mhp başakşehir - göztepe maçının tekrarı içinde başvuru yapar mı ? olmadı golleri saydırsınlar , pozisyonları inceletsinler ...	OFF
12248	kahvenin üzerine sipariş eden kişinin resminin yapılması körlüğü	OFF
18295	spk , 31 ağustosa kadar şirket ortaklarının hisse alımı yapabilmesine imkan veren kararını bugün başka bir kararla geri aldı . . herkes kararsız oldu yatırımcı ne yapsın ? #garan	NOT
31014	bu afişler ne ... . kekleniyor olabilir miyiz sadece soruyorum ... .	NOT
46109	tanımazlar işlerine gelmez öylede arsızdır bunlar	OFF
11244	hayırlı cumalar size de takipte kalanlar takip etmek isteyenler	NOT
10504	ben olsam bir dakika durmam twitterı kapatırım diyen adam yine twitter üzerinden cevap veriyor kullanma o zaman !	NOT
34609	bizim , en büyük ortak değerlerimiz duygularımız der .	NOT
32847	adamın yalan söylediği o kadar belli oluyor ki afallıyor kızarıyor ya kaybettiniz işte ne top çeviriyorsunuz	OFF
19690	biz değil de kedi özledi demiş galiba ...	NOT
12595	beni takmayan kızlardan çok hoşlanırım	NOT
38500	19 1.70 58 sarışın beyaz tenli pasifim . yerine göre dost yerine göre sevgili olacak bakımlı birini arıyorum .	NOT
35201	hepsi çıkıp ana avrat küfür edecek sen susacaksın yok öyle hocam değneksiz köy buldular ... adam olacak herkes haddini bilecek .	NOT
12577	of başım ağrıyor yeter Ağlı'ysam sinirden şimdi	NOT
10579	2-cephede dişi kırılan , amcası şehidedilen , taifte taşlanan , müşriklerce kafasına işkembeler atılan , en sevdiği mekkesini terk etmek zorunda bırakılan , türlü tuzaklarla hayatına kastedilen alemlere rahmet hz. muhammedin hayatındaki güzel örnekler hayatınızda ne zaman yer bulacak ?	NOT
34397	tüylerim diken diken oldu yine . istemediyse çıkar gidersin o evden bu kadar basit	NOT
24173	hatırlat bana bir gün çok ama çok mutlu olduğumda yazayım bir köşeye her geceden sonra sabah olur mutlaka	NOT
16291	o hilekarlar her şeyi kılıfına uydurup haklıyı suçlu duruma düşürür . bu konuda bu yüzden hiç ümidim yoktur maalesef . kızıl diyoruz .	OFF
16576	yemin ediyorum allah izin vermiyor ya kafayı biçem	NOT
24573	taksici dedi ki nerden geldiniz dedim izmir diyor ki anladım zaten insansınız	NOT
19617	" binde birdir şimdi dilden yar için zar eyleyen kendisin inkar eder hep aşkı inkar eyleyen "	NOT
11475	araştırsan bu kadın kesin ermeni çıkar bu kadar yırtındığına göre . . demokrasi diyorlar ya sadece işlerine geldiği zaman onu diyorlar peki şimdi burada nerde o zaman bu demokrasi . . kudurun ! ! ! !	OFF
32410	look çok çok forward to hearing " bu ne ? sodalı ayran gibi ? " after deney'in kefir , . sonra 4o years old olunca Youla belike kefir'siz yaşayamam ...	NOT
21224	gönlümün meclisinde herkes konuşsun istemem kimse müdahale etmesin aşka yer gök şahidimdir ki siyasi görüşüm yoktur senden başka	NOT
27882	düşündüm de her yılım birbirinden farklı geçiyor , galiba hayat namına yaşamak namına bir şeyleri doğru yapıyorum	NOT
31840	selamun aleyküm başkanım bizi miraç buluşturan rabbim e amd olsun bizi huzuruna kabul eden allah cc binlerce şükürler olsun bu güzel günde miraç kandilimiz hayırlara huzura bereketimize kurtuluşumuza vesile olması dileği ile selam ve dualarla	NOT
30303	kadınlar , çok konuşuyormuş . anlayacağınızı bilsek kisada anlatırız	OFF
15898	ilerideki güzel günler beni görmeyecek onları bari selam yollasınlar geberiyorum kederden . .	NOT
22644	istanbul saltanatını 7 kez yiktik yine yıkacağız . bordo kanımızla mavi göklere şampiyon trabzon yazacağız .	NOT
19330	şu saatte çay demleyip son katıp içecek kadar seviyorum . .	NOT
43352	doğru , indirim indirim nereye kadar arada bir bindirim yapacaksın ki değerin anlaşılsın	NOT
39488	muazzam paradoks var . diyelim ki gerçekten son derece bilgili size katkısı olacak ve o konuda diplomalı donanımlı liyakatli birini akrabanız diye sistemin dışına itmek de akılcı ve adaletli görünüyor mu ? eski liyakatsizliklerin ahı niye chp liler kesilsin ?	NOT
27204	kanka hiçbirşeyin tadı yok . şeker kat , git başımdan ya	NOT
35346	bilim çünkü olasılıklar evreni nefes kesicidir : beynimizi anlarsak , belki de tüm evreni anlayabiliriz .	NOT
40157	slıpknot bu albümde " hit " yazmaktan elinden geldiğince imtina etmiş . yine de heriflerin kanında var kancası bol şarkı yazmak . Orhan , gündelik slıpknot dinleyicisini ziyadesiyle memnun edecek olan o meşhur hit kumaşından dokunmuş bir kefen .	NOT
27094	ağlamamak için kendimi zor tutuyorum benim küçük meleğim saçıma bir şeyler takacak hayal bile güzel	NOT
29631	kültüre sahip çıkın yunus emre frekansı bilmeyen çocuklar var çıkın artık kabuğunuzdan	NOT
30909	belki bir oy alabiliriz diye yapamayacakları yoktur	OFF
21430	hepsi kankalarımın ve benim burcum . diyeceklerim bu kadar	NOT
33296	teorisi hepsini ve bunlardan hariç milyonlarca soruyu rahatlıkla 3 boyutta ve basit fizik kuralları ile açıklayabiliyor . ankete katılımınızı beklerim	NOT
39334	sercan bey bir yanlış anlama var sanırım , biz fenerbahçe olarak çok şükür atatürk'ün yolundayız diyorum . yani başkaları " başka yollardan " yürüyor , biz çok şükür o yolda hiç olmadık demek istedim insanları yanlış anlayıp bana saldırmaya başladı	OFF
40257	az önce tyt matematik kitabımı bitirdim ağlıyorum galiba bu serüveni kitabın üstüne kusmaksızın tamamladığım için inanılmaz mutluyum	NOT
36567	ölüm çok saçma bence de ama arkadaşlara veda olucak ortaokul geçtiği için	NOT
24095	02:00 -03 : 00 Alişah'a beyinsizliği ile ertesi günü mahvettik yine	NOT
19562	3 sene önce bir yazı yazmışım , gözlerim doldu , boğazım düğümlendi resmen . . senin sabrından , minnoş kalbinden , sevginden , iyi niyetinden operim be kızım ...	NOT
38101	daha çok u dönüşü yapıyorlar gibi	NOT
43849	iyi bir örnek değil oya hanım . adamların yobazlığını fikrini zikrini bilmekte iskelesel açıdan herkesin savunma ve avukat temsili hakkı var .	OFF
18221	daha dün 30 adet atak helikopter , 2 hafta önce de 4 ad . milgem sattık pakistan'a ve sen diyorsun ki ne üretiyoruz ? ... hakikatten pırıl pırıl ...	OFF
39384	beni bu hale getiren güçler seni süründürsün .	OFF
20373	bayramlaşmak için antrenörümü aradığımda ayağa kalkıp hazır ola geçerim çünkü taekwondocu disiplini	NOT
27559	sistem hastalıkları sınavında yanımda oturan alt sınıfın latince terimlere arapça mı bunlar demesi kadar ' boş ' bir durum içerisindeyim .	NOT
17767	parası olmayandan derhal ayrılın . parasız aşk olmaz olur gibi olur ama olmaz .	NOT
19166	o kadar insan yazıyor birkişiye cevap verilmiyor sanırım	NOT
33137	roman mahallesinde yaşadığım için ders çalışamadığım gibi asla depresyona da giremiyorum çünkü şu an dışarıda " haydi bakalım gençlik tulumbaları görelim " sesi bass ile birlikte yankılanıyor , içimdeki tulumbacıyı meydana çıkarma vakti gelmiştir haydi bakalım	NOT
31953	matruşka muhalefeti de deliydi reis her haliyle başka güzel	NOT
35582	açım ve deneme çözmem lazım ama ne ara çözcem bilmiyorum	NOT
37384	şu an herkes aktif çok korkunç gidiyorum ben gece geleceğim	NOT
32138	bu kadın bu mustafaya aşık mı ne	NOT
33476	bir istanbul var ve seçimi kazanan farklı gruplar hepsi de kendi açısından seviniyor fetö pkk yunan chp avrupa abd iyi de bu istanbul kim yönetecek bu karmaşa da hepsi de biz kazandık diyor	OFF
20651	sen sus git dudağını buluşturerek fotoğraf çekil	OFF
34624	günaydın hayırlı sabahlar maşallah sirin	NOT
30740	yahu işte insan gailesiz olunca dndjdjdkdkkd dert yok keder yok sen uyuma biz mi uyuyalım	NOT
17964	kalkıp gitme derken istediğinden vazgeçme manasında kanka . walla biz size her zaman kucaklamaya hazırız ( sapıklık yok insani manada ) ama siz sürekli küçük emrah taklidi yapıp ajitasyon yapıyorsunuz	NOT
40127	geçen yıl bu zamanlar naber yazmıştım hala cevabını alamadım ashdkfkffk	NOT
34213	insanları gizlice dinleyip laf taşımak mı	NOT
28327	hocam konuyu biliyorsun ve gerekeni de yapacaksındır . sana güveniyoruz	NOT
45992	niye organize hakarete başlamışlar ? analarına mı , pardon partilerine mı bir şey demiş ?	OFF
25469	uyandığımda hava hala karanlık olduğunda kendimi hiç uyumamış gibi hissediyorum .	NOT
29974	hep ilk çocuklarda bir resiyim bir ses bir derslerde başarı falan yetenek yetenek hep ilk çocuklarda diğerleri dümdüz oluyor amk - ikinci çocuk isyanı -	NOT
35780	adamın işi gücü yok oturmuş adını kim ne yazmış diye aratıyor asghshsh	NOT
45021	artık bende yokum . napiçan bensiz sen sjdjhdjddj	NOT
34804	türbanlı mılf annemi isteyen maçolar ? sert ve küfür severim ensest pasif im dm köleyim	NOT
29095	kpss ile atandık * kademe yok * derece yok * vergi dilimleri farklı * görevde yükselme yok * her yıl sözleşme yenilenmeme korkusu yaşıyoruz * izinler farklı 6 yıl oldu	NOT
19353	tanrı-güneş analojisinde güneşin ışınları karanlıktan önce soluklaşır ve ışınların aydınlığı olduğundan karanlıkta işin yoktur . tanrının varlıkları tanrının güzelliğindendir . çirkinlikte yokluk bulunur . carmen'in varlığı güzelliğini gerektirir . yani carmen güzeldir .	NOT
23256	8 yıl önce sevgilim olan şahıs beni facebookta halası olarak kaydetmek istiyor delirdi herkes iyice . arkadaş kalalım dedik amk akraba olalım demedik .	OFF
37039	bu hareketlilik gün gezmesi olmasa gerek ;) bayi ziyareti mi	NOT
26664	dardan dara düşmüşüm , kolayı ne bilmiyorum	NOT
28282	bakın sn. yönetimi 19.05 ten beri gözünde yakın gözlükleriyle bekleyen babalar var . yazıktır günahtır açıklayın şunu artık	NOT
33634	tek finansal gösterge gelir büyümesi mi ? ebıtda vs ? ? ?	NOT
42365	sen sorunu söylerken bile , kürt ve türkü ayrıştırıyorsun ... biz kardeşiz dedikçe sizin gibiler kaşımaya devam edecektir . çünkü , pkk ile bir ve berabersiniz ... .	NOT
19218	ali koç'u desteklemek bir yana ali koç başkan fenerbahçe şampiyon coşkusuyla hareket eden değil zekasıyla hareket eden biriyim . yapılanı da yapılmayanı da görüyorum yapılmak isteneni de	NOT
39903	olum altı üstü hazırlık maçı ; ortalığı yangın yerine çevirdiniz yine . yazık valla , çok kötü taraftar profilimiz var .	NOT
16013	eller yaslanır , gözler yaslanır , yüzler yaslanır , ama merhamet asla yaşlanmaz .	NOT
24051	dillerini daes'in , feto'nün , bilumum ihanet ve terör şebekelerinin dilleriyle ortak kılanlar , bu milletin temsilcileri olamazlar . şehitlerimize dil uzatanlar sonuçlarına katlanacak , hesap vereceklerdir .	OFF
34396	gün yüzü hariç bütün yüzleri gördük çok şükür . .	NOT
42773	senin resmini çizmek kolaydır şimdi ne de olsa yüzsüzsün ... .	OFF
33173	ahahhahaha güzüm ben da dedim aynısını	NOT
12805	1 - ağzından çıkan her iki kelimeden 1inin şeref , gurur , adamlık olan bir takımın topçuları maç başladığı andan itibaren dokunuş olmadan yerlerde 3-5 dk kıvrandılar . tribün nasıl çıldırdırılır ders 1 ( bknz ; pepe , medel )	NOT
27219	gece gece yine fedakarlığım üstümde yatağımın yanında priz yok diye kankam flörtüyle konuşabilsin diye powerbank imi arayıp buldum ve verdim şimdi huzur içinde uyuyabilirim . . good night	NOT
39146	öyle bir kalp ki sendeki kaybedersem kalbim kurusun	NOT
35803	ya akın cümlelerinin sonuna emoji köy yemin ederim . miran aslan bey sesi çınlıyor kulağımda hahahahha	NOT
20859	bizi bizden çok seven atam , o kadar sevdin ki , bir ülke ve bir ulus verdin . daha ne yapabilirdin . nur içinde uyu sevgili atam . " gazi mustafa kemal atatürk "	NOT
25539	the good Place’min kendisi yeterince mükemmel değilmiş gibi bir de jameela jamil gibi muhteşem biriyle tanıştırdı bizi çok seviyorum çok	NOT
35821	tabii ki de benim aşkım böyle değil	NOT
31997	kimseyi kırmak istemiyorum üstüne alınan alınsın ben bu konuda sizin gibi düşünmüyorum mantıklı olmadığınızı düşünüyorum . kalp kürdiysem özür dilerim iyi günler	NOT
18913	bilemedim yani bu tezden erkekler e iyilik olmaz sonucu çıktı galiba	NOT
29553	babür imparatorluğu cezayı ve benzeri bütün vergileri kaldırıp diğer dinlerin aristokrasisini asimile etmeden sarayın ve bürokrasinin bir parçası haline getiriyor osmanlı'dan başka bir şey duymamış cahiller osmanlı çokkültürlülüğü diye konuşuyor .	OFF
11358	bileti Oluç'ta hastalık vb bahanesi olmadan maça gitmeyen herkesin a . .	OFF
